"component_type","component_name","component_link","Color","Dimensions","Drive_Bays","Expansion_Slots","Front_Panel_USB","Inferred_","Manufacturer","Maximum_Video_Card_Length","Motherboard_Form_Factor","Part_#_#","Power_Supply","Power_Supply_Shroud","Side_Panel","Type","Volume","Model"
"","Deepcool MORPHEUS ATX Full Tower","https://pcpartpicker.com/product/rfCZxr/deepcool-morpheus-atx-full-tower-case-r-morpheus-bkapa1-g-1","Black","528 mm x 250 mm x 551 mm; 20.787"" x 9.843"" x 21.693""","2 x Internal 3.5""; 3 x Internal 2.5""","9 x Full-Height","USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A","","Deepcool","480 mm / 18.898""","ATX; EATX; Micro ATX; Mini ITX","R-MORPHEUS-BKAPA1-G-1; MORPHEUS; MORPHEUS-AMAZON","","Yes","Tempered Glass","ATX Full Tower","72.732 L; 2.569 ft³",""
"","Montech KING 95 ATX Mid Tower","https://pcpartpicker.com/product/Frn9TW/montech-king-95-atx-mid-tower-case-king-95-black","Black","475 mm x 300 mm x 442 mm; 18.701"" x 11.811"" x 17.402""","5 x Internal 3.5""; 3 x Internal 2.5""","7 x Full-Height","USB 3.2 Gen 1 Type-C; USB 3.2 Gen 1 Type-A","","Montech","420 mm / 16.535""","ATX; Micro ATX; Mini ITX","KING 95 (Black); KING 95 (B); KING95B; KING 95 BK","","No","Tempered Glass","ATX Mid Tower","62.985 L; 2.224 ft³",""
,Antec CX200M RGB ELITE ATX Mid Tower,https://pcpartpicker.com/product/J6tLrH/antec-cx200m-rgb-elite-atx-mid-tower-case-cx200m-rgb-elite,Black,"350 mm x 210 mm x 392 mm; 13.78"" x 8.268"" x 15.433""","2 x Internal 3.5""; 1 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A,,Antec,"330 mm / 12.992""",Micro ATX; Mini ITX,CX200M RGB ELITE; 0-761345-10024-3,None,Yes,Tempered Glass,ATX Mid Tower,28.812 L; 1.017 ft³,
,Antec FLUX PRO ATX Full Tower,https://pcpartpicker.com/product/RhWJ7P/antec-flux-pro-atx-full-tower-case-0-761345-10148-6,Black / Brown,"530 mm x 245 mm x 545 mm; 20.866"" x 9.646"" x 21.457""","2 x Internal 2.5""; 4 x Internal 3.5""",8 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Antec,"455 mm / 17.913""",ATX; EATX; Micro ATX; Mini ITX,0-761345-10148-6; 0-761345-10154-7; FLUX PRO,None,Yes,Tempered Glass,ATX Full Tower,70.768 L; 2.499 ft³,
,Lian Li A3-mATX MicroATX Mini Tower,https://pcpartpicker.com/product/FG7scf/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-wd-black,Black / Brown,"443 mm x 194 mm x 306 mm; 17.441"" x 7.638"" x 12.047""","1 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"415 mm / 16.339""",Micro ATX; Mini ITX,A3-mATX-WD BLACK; PC-A3X-WD,None,No,Mesh,MicroATX Mini Tower,26.298 L; 0.929 ft³,
,NZXT H9 Flow ATX Mid Tower,https://pcpartpicker.com/product/VCpzK8/nzxt-h9-flow-atx-mid-tower-case-cm-h91fb-01,Black,"466 mm x 290 mm x 495 mm; 18.346"" x 11.417"" x 19.488""","2 x Internal 3.5""; 4 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2x2 Type-C; USB 3.2 Gen 1 Type-A,,NZXT,"435 mm / 17.126""",ATX; Micro ATX; Mini ITX,CM-H91FB-01,None,Yes,Tempered Glass,ATX Mid Tower,66.894 L; 2.362 ft³,
,Corsair iCUE 5000D RGB AIRFLOW iCUE Lighting Node PRO ATX Mid Tower,https://pcpartpicker.com/product/XjHqqs/corsair-icue-5000d-rgb-airflow-icue-lighting-node-pro-atx-mid-tower-case-cc-9900014-ww,White,"520 mm x 245 mm x 520 mm; 20.472"" x 9.646"" x 20.472""","2 x Internal 3.5""; 4 x Internal 2.5""",7 x Full-Height; 2 x Full-Height via Riser,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Corsair,"420 mm / 16.535""",ATX; EATX; Micro ATX; Mini ITX,CC-9900014-WW,None,Yes,Tempered Glass,ATX Mid Tower,66.248 L; 2.34 ft³,
,Lian Li PC-O11 Dynamic ATX Full Tower,https://pcpartpicker.com/product/VxRzK8/lian-li-pc-o11dw-atx-full-tower-case-pc-o11dw,White,"445 mm x 272 mm x 446 mm; 17.52"" x 10.709"" x 17.559""","3 x Internal 3.5""; 3 x Internal 2.5""",8 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"420 mm / 16.535""",ATX; EATX; Micro ATX; Mini ITX,PC-O11DW; PC011DW,None,Yes,Tempered Glass,ATX Full Tower,53.984 L; 1.906 ft³,
,Phanteks NV7 ATX Full Tower,https://pcpartpicker.com/product/cFGhP6/phanteks-nv7-atx-full-tower-case-ph-nv723tg_dbk01,Black,"532 mm x 253 mm x 586 mm; 20.945"" x 9.961"" x 23.071""","2 x Internal 3.5""; 2 x Internal 2.5""",8 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Phanteks,"450 mm / 17.717""",ATX; EATX; Micro ATX; Mini ITX; SSI CEB,PH-NV723TG_DBK01; NV723TG_DBK01,None,Yes,Tempered Glass,ATX Full Tower,78.873 L; 2.785 ft³,
,Montech SKY TWO GX ATX Mid Tower,https://pcpartpicker.com/product/CrbRsY/montech-sky-two-gx-atx-mid-tower-case-skytwogxb,Black,"460 mm x 215 mm x 500 mm; 18.11"" x 8.465"" x 19.685""","6 x Internal 2.5""; 2 x Internal 3.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Montech,"400 mm / 15.748""",ATX; EATX; Micro ATX; Mini ITX,SKYTWOGXB; SKY TWO GX (B),None,Yes,Tempered Glass,ATX Mid Tower,49.45 L; 1.746 ft³,
,Fractal Design Era 2 Mini ITX Tower,https://pcpartpicker.com/product/Bg88TW/fractal-design-era-2-mini-itx-tower-case-fd-c-era2n-01,Silver / Brown,"366 mm x 165 mm x 314 mm; 14.409"" x 6.496"" x 12.362""","4 x Internal 2.5""",3 x Full-Height,USB 3.2 Gen 2x2 Type-C; USB 3.2 Gen 1 Type-A,,Fractal Design,,Mini ITX,FD-C-ERA2N-01,None,No,Mesh,Mini ITX Tower,18.962 L; 0.67 ft³,
,Lian Li A3-mATX MicroATX Mini Tower,https://pcpartpicker.com/product/FG7scf/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-wd-black,Black / Brown,"443 mm x 194 mm x 306 mm; 17.441"" x 7.638"" x 12.047""","1 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"415 mm / 16.339""",Micro ATX; Mini ITX,A3-mATX-WD BLACK; PC-A3X-WD,None,No,Mesh,MicroATX Mini Tower,26.298 L; 0.929 ft³,
,HYTE Y70 Touch Infinite ATX Mid Tower,https://pcpartpicker.com/product/Tvrqqs/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-ww,White,"470 mm x 320 mm x 470 mm; 18.504"" x 12.598"" x 18.504""","2 x Internal 3.5""",7 x Half-Height; 4 x Full-Height via Riser,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,HYTE,"390 mm / 15.354""",ATX; EATX; Micro ATX; Mini ITX,CS-HYTE-Y70TI-WW; CS-HYTE-Y70TTI-WW,None,Yes,Tempered Glass,ATX Mid Tower,70.688 L; 2.496 ft³,
,Fractal Design North ATX Mid Tower,https://pcpartpicker.com/product/Pmytt6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-04,White,"447 mm x 215 mm x 469 mm; 17.598"" x 8.465"" x 18.465""","2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Fractal Design,"300 mm / 11.811"" With Drive Cages; 355 mm / 13.976"" Without Drive Cages",ATX; Micro ATX; Mini ITX,FD-C-NOR1C-04,None,Yes,Tempered Glass,ATX Mid Tower,45.073 L; 1.592 ft³,
,Lian Li A4-H20 X4 Mini ITX Desktop,https://pcpartpicker.com/product/jT7G3C/lian-li-a4-h20-x4-mini-itx-desktop-case-a4-h20-x4,Black,"326 mm x 140 mm x 244 mm; 12.835"" x 5.512"" x 9.606""","1 x Internal 2.5""",3 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"322 mm / 12.677""",Mini ITX,A4-H20 X4; A4-H20 X4 Black; A4-H2O X4 Black; A4-H2O X4; G99.A4H2OX4.00,None,No,Mesh,Mini ITX Desktop,11.136 L; 0.393 ft³,
,NZXT H9 Flow ATX Mid Tower,https://pcpartpicker.com/product/VCpzK8/nzxt-h9-flow-atx-mid-tower-case-cm-h91fb-01,Black,"466 mm x 290 mm x 495 mm; 18.346"" x 11.417"" x 19.488""","2 x Internal 3.5""; 4 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2x2 Type-C; USB 3.2 Gen 1 Type-A,,NZXT,"435 mm / 17.126""",ATX; Micro ATX; Mini ITX,CM-H91FB-01,None,Yes,Tempered Glass,ATX Mid Tower,66.894 L; 2.362 ft³,
,Zalman S2 ATX Mid Tower,https://pcpartpicker.com/product/P9snTW/zalman-s2-atx-mid-tower-case-s2-tg,Black,"424 mm x 196 mm x 462 mm; 16.693"" x 7.717"" x 18.189""","2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,Zalman,"330 mm / 12.992""",ATX; Micro ATX; Mini ITX,S2 TG,None,Yes,Tempered Glass,ATX Mid Tower,38.394 L; 1.356 ft³,
,Fractal Design Meshify C ATX Mid Tower,https://pcpartpicker.com/product/Y6Crxr/fractal-design-meshify-c-atx-mid-tower-case-fd-ca-mesh-c-bko-tg,Black,"413 mm x 217 mm x 453 mm; 16.26"" x 8.543"" x 17.835""","2 x Internal 3.5""; 3 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A,,Fractal Design,"315 mm / 12.402""",ATX; Micro ATX; Mini ITX,FD-CA-MESH-C-BKO-TG,None,Yes,Tinted Tempered Glass,ATX Mid Tower,40.598 L; 1.434 ft³,
,Phanteks Eclipse G400A ATX Mid Tower,https://pcpartpicker.com/product/p4DnTW/phanteks-eclipse-g400a-atx-mid-tower-case-ph-ec400ga_dbk01,Black,"495 mm x 230 mm x 522 mm; 19.488"" x 9.055"" x 20.551""","2 x Internal 3.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Phanteks,"415 mm / 16.339""",ATX; EATX; Micro ATX; Mini ITX,PH-EC400GA_DBK01,None,Yes,Tempered Glass,ATX Mid Tower,59.43 L; 2.099 ft³,
,Lian Li O11D XL-X ATX Full Tower,https://pcpartpicker.com/product/FjpmP6/lian-li-o11d-xl-x-atx-full-tower-case-o11d-xl-x,Black,"471 mm x 285 mm x 513 mm; 18.543"" x 11.22"" x 20.197""","4 x Internal 3.5""; 6 x Internal 2.5""",8 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"446 mm / 17.559""",ATX; EATX; Micro ATX; Mini ITX,O11D XL-X; O11 ROG-X; PC-O11DXL-X,None,Yes,Tempered Glass,ATX Full Tower,68.863 L; 2.432 ft³,
,Montech KING 95 PRO ATX Mid Tower,https://pcpartpicker.com/product/7qQKHx/montech-king-95-pro-atx-mid-tower-case-king-95-pro-black,Black,"475 mm x 300 mm x 442 mm; 18.701"" x 11.811"" x 17.402""","5 x Internal 3.5""; 3 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Montech,"420 mm / 16.535""",ATX; Micro ATX; Mini ITX,KING 95 PRO (Black); KING 95 PRO (B); KING95PROB; KING 95 PRO BK,None,No,Tempered Glass,ATX Mid Tower,62.985 L; 2.224 ft³,
,Fractal Design Pop Air ATX Mid Tower,https://pcpartpicker.com/product/R96p99/fractal-design-pop-air-atx-mid-tower-case-fd-c-por1a-02,Cyan / Black,"473.5 mm x 215 mm x 454 mm; 18.642"" x 8.465"" x 17.874""","2 x External 5.25""; 2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A,,Fractal Design,"405 mm / 15.945""",ATX; Micro ATX; Mini ITX,FD-C-POR1A-02,None,Yes,Tempered Glass,ATX Mid Tower,46.218 L; 1.632 ft³,
,Lian Li A3-mATX MicroATX Mini Tower,https://pcpartpicker.com/product/FG7scf/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-wd-black,Black / Brown,"443 mm x 194 mm x 306 mm; 17.441"" x 7.638"" x 12.047""","1 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"415 mm / 16.339""",Micro ATX; Mini ITX,A3-mATX-WD BLACK; PC-A3X-WD,None,No,Mesh,MicroATX Mini Tower,26.298 L; 0.929 ft³,
,Montech KING 95 PRO ATX Mid Tower,https://pcpartpicker.com/product/7qQKHx/montech-king-95-pro-atx-mid-tower-case-king-95-pro-black,Black,"475 mm x 300 mm x 442 mm; 18.701"" x 11.811"" x 17.402""","5 x Internal 3.5""; 3 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Montech,"420 mm / 16.535""",ATX; Micro ATX; Mini ITX,KING 95 PRO (Black); KING 95 PRO (B); KING95PROB; KING 95 PRO BK,None,No,Tempered Glass,ATX Mid Tower,62.985 L; 2.224 ft³,
,Fractal Design Era 2 Mini ITX Tower,https://pcpartpicker.com/product/Bg88TW/fractal-design-era-2-mini-itx-tower-case-fd-c-era2n-01,Silver / Brown,"366 mm x 165 mm x 314 mm; 14.409"" x 6.496"" x 12.362""","4 x Internal 2.5""",3 x Full-Height,USB 3.2 Gen 2x2 Type-C; USB 3.2 Gen 1 Type-A,,Fractal Design,,Mini ITX,FD-C-ERA2N-01,None,No,Mesh,Mini ITX Tower,18.962 L; 0.67 ft³,
,HYTE Y70 ATX Mid Tower,https://pcpartpicker.com/product/VGgrxr/hyte-y70-atx-mid-tower-case-cs-hyte-y70-b,Black,"470 mm x 320 mm x 470 mm; 18.504"" x 12.598"" x 18.504""","2 x Internal 3.5""",7 x Half-Height; 4 x Full-Height via Riser,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,HYTE,"390 mm / 15.354""",ATX; EATX; Micro ATX; Mini ITX,CS-HYTE-Y70-B,None,Yes,Tempered Glass,ATX Mid Tower,70.688 L; 2.496 ft³,
,Phanteks Eclipse P300 ATX Mid Tower,https://pcpartpicker.com/product/FCs8TW/phanteks-eclipse-p300-tempered-glass-atx-mid-tower-case-ph-ec300ptgbk,Black,"400 mm x 200 mm x 450 mm; 15.748"" x 7.874"" x 17.717""","2 x Internal 3.5""; 1 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A,,Phanteks,"330 mm / 12.992""",ATX; Micro ATX; Mini ITX,PH-EC300PTG_BK,None,Yes,Tinted Tempered Glass,ATX Mid Tower,36 L; 1.271 ft³,
,Montech KING 95 PRO ATX Mid Tower,https://pcpartpicker.com/product/7qQKHx/montech-king-95-pro-atx-mid-tower-case-king-95-pro-black,Black,"475 mm x 300 mm x 442 mm; 18.701"" x 11.811"" x 17.402""","5 x Internal 3.5""; 3 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Montech,"420 mm / 16.535""",ATX; Micro ATX; Mini ITX,KING 95 PRO (Black); KING 95 PRO (B); KING95PROB; KING 95 PRO BK,None,No,Tempered Glass,ATX Mid Tower,62.985 L; 2.224 ft³,
,Phanteks NV7 ATX Full Tower,https://pcpartpicker.com/product/sWbRsY/phanteks-nv7-atx-full-tower-case-ph-nv723tg_dmw01,White,"532 mm x 253 mm x 586 mm; 20.945"" x 9.961"" x 23.071""","2 x Internal 3.5""; 2 x Internal 2.5""",8 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Phanteks,"450 mm / 17.717""",ATX; EATX; Micro ATX; Mini ITX; SSI CEB,PH-NV723TG_DMW01; NV723TG_DMW01,None,Yes,Tempered Glass,ATX Full Tower,78.873 L; 2.785 ft³,
,Antec CX200M RGB ELITE ATX Mid Tower,https://pcpartpicker.com/product/J6tLrH/antec-cx200m-rgb-elite-atx-mid-tower-case-cx200m-rgb-elite,Black,"350 mm x 210 mm x 392 mm; 13.78"" x 8.268"" x 15.433""","2 x Internal 3.5""; 1 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A,,Antec,"330 mm / 12.992""",Micro ATX; Mini ITX,CX200M RGB ELITE; 0-761345-10024-3,None,Yes,Tempered Glass,ATX Mid Tower,28.812 L; 1.017 ft³,
,Fractal Design North ATX Mid Tower,https://pcpartpicker.com/product/Pmytt6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-04,White,"447 mm x 215 mm x 469 mm; 17.598"" x 8.465"" x 18.465""","2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Fractal Design,"300 mm / 11.811"" With Drive Cages; 355 mm / 13.976"" Without Drive Cages",ATX; Micro ATX; Mini ITX,FD-C-NOR1C-04,None,Yes,Tempered Glass,ATX Mid Tower,45.073 L; 1.592 ft³,
,Asus TUF Gaming GT501 ATX Mid Tower,https://pcpartpicker.com/product/PwsnTW/asus-tuf-gaming-gt501-atx-mid-tower-case-tuf-gaming-gt501-white-edition,White / Black,"545 mm x 251 mm x 552 mm; 21.457"" x 9.882"" x 21.732""","4 x Internal 3.5""; 3 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A,,Asus,"420 mm / 16.535""",ATX; EATX; Micro ATX; Mini ITX,TUF Gaming GT501 White Edition; 90DC0013-B49000; 90DC0013-B40000,None,Yes,Tempered Glass,ATX Mid Tower,75.511 L; 2.667 ft³,
,Deepcool CC360 ARGB MicroATX Mini Tower,https://pcpartpicker.com/product/6C6NnQ/deepcool-cc360-argb-microatx-mini-tower-case-r-cc360-bkapm3-g-1,Black,"418 mm x 215 mm x 431 mm; 16.457"" x 8.465"" x 16.969""","2 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,Deepcool,"320 mm / 12.598""",Micro ATX; Mini ITX,R-CC360-BKAPM3-G-1; CC360 ARGB,None,Yes,Tinted Tempered Glass,MicroATX Mini Tower,38.734 L; 1.368 ft³,
,be quiet! Pure Base 500 FX ATX Mid Tower,https://pcpartpicker.com/product/rCH7YJ/be-quiet-pure-base-500-fx-atx-mid-tower-case-bgw43,Black,"450 mm x 232 mm x 463 mm; 17.717"" x 9.134"" x 18.228""","2 x Internal 3.5""; 4 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,be quiet!,"369 mm / 14.528""",ATX; Micro ATX; Mini ITX,BGW43,None,Yes,Tempered Glass,ATX Mid Tower,48.337 L; 1.707 ft³,
,HYTE Y40 ATX Mid Tower,https://pcpartpicker.com/product/WpxRsY/hyte-y40-atx-mid-tower-case-cs-hyte-y40-bw,White / Black,"472 mm x 240 mm x 439 mm; 18.583"" x 9.449"" x 17.283""","1 x Internal 3.5""",6 x Half-Height; 4 x Full-Height via Riser,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,HYTE,"422 mm / 16.614""",ATX; Micro ATX; Mini ITX,CS-HYTE-Y40-BW,None,Yes,Tempered Glass,ATX Mid Tower,49.73 L; 1.756 ft³,
,Montech AIR 100 ARGB MicroATX Mid Tower,https://pcpartpicker.com/product/M7Z9TW/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-black,Black,"405 mm x 210 mm x 425 mm; 15.945"" x 8.268"" x 16.732""","2 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,Montech,"330 mm / 12.992""",Micro ATX; Mini ITX,AIR 100 ARGB Black; K005; AIR-100-ARGB-BK; K21004160003; AIR 100 ARGB (B),None,Yes,Tempered Glass,MicroATX Mid Tower,36.146 L; 1.276 ft³,AIR 100 ARGB
,HYTE Y40 ATX Mid Tower,https://pcpartpicker.com/product/WpxRsY/hyte-y40-atx-mid-tower-case-cs-hyte-y40-bw,White / Black,"472 mm x 240 mm x 439 mm; 18.583"" x 9.449"" x 17.283""","1 x Internal 3.5""",6 x Half-Height; 4 x Full-Height via Riser,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,HYTE,"422 mm / 16.614""",ATX; Micro ATX; Mini ITX,CS-HYTE-Y40-BW,None,Yes,Tempered Glass,ATX Mid Tower,49.73 L; 1.756 ft³,
,Fractal Design North ATX Mid Tower,https://pcpartpicker.com/product/sHYmP6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-01,Black,"447 mm x 215 mm x 469 mm; 17.598"" x 8.465"" x 18.465""","2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Fractal Design,"300 mm / 11.811"" With Drive Cages; 355 mm / 13.976"" Without Drive Cages",ATX; Micro ATX; Mini ITX,FD-C-NOR1C-01,None,Yes,Mesh,ATX Mid Tower,45.073 L; 1.592 ft³,
,Montech AIR 100 ARGB MicroATX Mid Tower,https://pcpartpicker.com/product/M7Z9TW/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-black,Black,"405 mm x 210 mm x 425 mm; 15.945"" x 8.268"" x 16.732""","2 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,Montech,"330 mm / 12.992""",Micro ATX; Mini ITX,AIR 100 ARGB Black; K005; AIR-100-ARGB-BK; K21004160003; AIR 100 ARGB (B),None,Yes,Tempered Glass,MicroATX Mid Tower,36.146 L; 1.276 ft³,AIR 100 ARGB
,Deepcool CC360 ARGB MicroATX Mini Tower,https://pcpartpicker.com/product/6C6NnQ/deepcool-cc360-argb-microatx-mini-tower-case-r-cc360-bkapm3-g-1,Black,"418 mm x 215 mm x 431 mm; 16.457"" x 8.465"" x 16.969""","2 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,Deepcool,"320 mm / 12.598""",Micro ATX; Mini ITX,R-CC360-BKAPM3-G-1; CC360 ARGB,None,Yes,Tinted Tempered Glass,MicroATX Mini Tower,38.734 L; 1.368 ft³,
,Phanteks Eclipse P400A Digital ATX Mid Tower,https://pcpartpicker.com/product/QdXYcf/phanteks-eclipse-p400a-digital-atx-mid-tower-case-ph-ec400atg_dbk,Black,"470 mm x 210 mm x 465 mm; 18.504"" x 8.268"" x 18.307""","2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A,,Phanteks,"280 mm / 11.024"" With Drive Cages; 420 mm / 16.535"" Without Drive Cages",ATX; EATX; Micro ATX; Mini ITX,PH-EC400ATG_DBK; PH-EC400ATG_DBK01,None,Yes,Tempered Glass,ATX Mid Tower,45.895 L; 1.621 ft³,Eclipse P400A Digital
,Fractal Design Ridge PCIe 4.0 Mini ITX Tower,https://pcpartpicker.com/product/Jgn9TW/fractal-design-ridge-pcie-40-mini-itx-tower-case-fd-c-rid1n-12,White,"374 mm x 110 mm x 395 mm; 14.724"" x 4.331"" x 15.551""","4 x Internal 2.5""",3 x Full-Height via Riser,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Fractal Design,"325 mm / 12.795"" With Drive Cages; 335 mm / 13.189"" Without Drive Cages",Mini ITX,FD-C-RID1N-12,None,No,Mesh,Mini ITX Tower,16.25 L; 0.574 ft³,
,GAMDIAS TALOS E3 MESH ATX Mid Tower,https://pcpartpicker.com/product/N29wrH/gamdias-talos-e3-mesh-atx-mid-tower-case-talos-e3-mesh,Black,"363 mm x 210 mm x 447 mm; 14.291"" x 8.268"" x 17.598""","2 x Internal 3.5""; 2 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,GAMDIAS,"300 mm / 11.811""",ATX; Micro ATX; Mini ITX,TALOS E3 MESH; GD-TALOS E3 MESH,None,Yes,Tempered Glass,ATX Mid Tower,34.075 L; 1.203 ft³,
,SAMA ARGB-Q5 MicroATX Mini Tower,https://pcpartpicker.com/product/Bcn9TW/sama-argb-q5-microatx-mini-tower-case-argb-q5-w,White,"391.16 mm x 208.28 mm x 386.08 mm; 15.4"" x 8.2"" x 15.2""","4 x Internal 2.5""; 2 x Internal 3.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,SAMA,"345 mm / 13.583""",Micro ATX; Mini ITX,ARGB-Q5-W,None,Yes,Tempered Glass,MicroATX Mini Tower,31.454 L; 1.111 ft³,
,Cooler Master MasterBox MB511 ATX Mid Tower,https://pcpartpicker.com/product/N622FT/cooler-master-masterbox-mb511-atx-mid-tower-case-mcb-b511d-kann-s00,Black / Red,,"2 x Internal 3.5""; 6 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 1 Type-A,,Cooler Master,"410 mm / 16.142""",ATX; EATX; Micro ATX; Mini ITX,MCB-B511D-KANN-S00,None,Yes,Acrylic,ATX Mid Tower,,
,Lian Li Lancool II Mesh C RGB ATX Mid Tower,https://pcpartpicker.com/product/vs2WGX/lian-li-lancool-ii-mesh-c-rgb-atx-mid-tower-case-lancool-ii-mesh-c-rgb-s,White,"478 mm x 229 mm x 494 mm; 18.819"" x 9.016"" x 19.449""","3 x Internal 3.5""; 6 x Internal 2.5""",7 x Full-Height,USB 3.2 Gen 2 Type-C; USB 3.2 Gen 1 Type-A,,Lian Li,"384 mm / 15.118""",ATX; EATX; Micro ATX; Mini ITX,LANCOOL II MESH C RGB-S; Lancool II RGB Mesh C-S,None,Yes,Tempered Glass,ATX Mid Tower,54.074 L; 1.91 ft³,Lancool II Mesh C RGB
,Montech AIR 100 ARGB MicroATX Mid Tower,https://pcpartpicker.com/product/M7Z9TW/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-black,Black,"405 mm x 210 mm x 425 mm; 15.945"" x 8.268"" x 16.732""","2 x Internal 3.5""; 2 x Internal 2.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,Montech,"330 mm / 12.992""",Micro ATX; Mini ITX,AIR 100 ARGB Black; K005; AIR-100-ARGB-BK; K21004160003; AIR 100 ARGB (B),None,Yes,Tempered Glass,MicroATX Mid Tower,36.146 L; 1.276 ft³,AIR 100 ARGB
,SAMA ARGB-Q5 MicroATX Mini Tower,https://pcpartpicker.com/product/z73NnQ/sama-argb-q5-microatx-mini-tower-case-argb-q5-bk,Black,"391.16 mm x 208.28 mm x 386.08 mm; 15.4"" x 8.2"" x 15.2""","4 x Internal 2.5""; 2 x Internal 3.5""",4 x Full-Height,USB 3.2 Gen 1 Type-A; USB 2.0 Type-A,,SAMA,"345 mm / 13.583""",Micro ATX; Mini ITX,ARGB-Q5-BK,None,Yes,Tempered Glass,MicroATX Mini Tower,31.454 L; 1.111 ft³,
